FEEDBACK,SELLER NAME,PRODUCT NAME,PRODUCT PRICE
FAST DELIVERY,null,null,null
Received very quickly!,null,null,null
Uber fast delivery- A+ transaction- highly recommend!!!,null,null,null
SUPER FAST shipping- great product,null,null,null
just as described thanks so much!!!,null,null,null
Very responsive seller.  Great transaction. Would buy from again.  A+++++,null,null,null
wording of ad was alittle misleading.,null,null,null
Confusing wording on free items,null,null,null
excellent   e-bayer  AAAAAA+++++++,null,null,null
product and shipping as advertised,null,null,null
Quick delivery- quality product,null,null,null
nice sneakers- thanks,null,null,null
Great WII bundle-fast shippment- I will buy from littlekitty again-,null,null,null
delivery excellent,null,null,null
His original listing was a bit difficult to inderstand- but we resolved it.,null,null,null
quick transaction,null,null,null
Wonderful seller. Highly recommended. Would do business with again.  A+++,null,null,null
Fast shipping!,null,null,null
EVERYTHING WAS GREAT WOULD BUY AGAIN FRON THIS SELLER,null,null,null
thank you,null,null,null
Exactly as explained and shipped FAST!!! will buy again from this seller!,null,null,null
nice,null,null,null
Got exactly what I ordered!  Very Fast Shipping!,null,null,null
good transaction,null,null,null
very good transaction,null,null,null
***,null,null,null
Thanks for a great X-mas gift!!!,null,null,null
cool- thanks,null,null,null
recived promptly and also special wraped so that my kids would not know. Thanks,null,null,null
very good on your shipping i was happy,null,null,null
great communication- speedy shipping- exactly as decsribed- THANKS!!!,null,null,null
Quick delivery -  Thanks,null,null,null
Can't wait to give it for X-mas!!!!!  A+++++,null,null,null
Great.,null,null,null
Items received as described. Thanks AAA+++,null,null,null
nice product- good communication- fast shipping. much thanks,null,null,null
Perfect Transaction and product.  Thank you.,null,null,null
quick shipping,null,null,null
Great Ebay Seller      Thanks,null,null,null
Excellent service demonstrated by providing prompt delivery of my merchandise.,null,null,null
awsome seller.............. fast shipping,null,null,null
Just as described...quick delivery,null,null,null
Great gaming system...Thanks for everything...fast shipping,null,null,null
Fast.  Would do business again!,null,null,null
THANK YOU THANK!!!!!!!!!!!!!! WORK WITH ME FOR SHIPPING!!!! great ebayer,null,null,null
Can't wait to use our Wii Fit!,null,null,null
Fast shipping- smooth transaction. Thanks.,null,null,null
Wii Fit arrived as described.  Fast Shipping with email notification & tracking.,null,null,null
very fast shipping and received product just as described. great to buy from A++,null,null,null
Excellent - just as described.  Shpped very promptly. Perfect transaction - THXS,null,null,null
Great Product- Very Fast Shipping. Thank you. A+++++,null,null,null
Easy transaction- smooth and quick!!!,null,null,null
fast shipping good product thanks,null,null,null
Great Item. Great Ebayer!,null,null,null
Thank You so much for great fast service!!!! Amazing Ebay Seller!!!!!,null,null,null
Great Transaction and Fast Shipping-- Thanks!!!!!,null,null,null
Good transaction. Arrived in a timely manner and as described.,null,null,null
great experience- fast shipper,null,null,null
Great seller fast delivery- great communication,null,null,null
Great item- speedy delivery- I would buy from again!! A+++ ebayer!,null,null,null
excellent running shoes,null,null,null
Great Communication and FAST SHIPPING! Highly Recommended.! Thanks,null,null,null
good seller A+++++,null,null,null
Very easy to work with,null,null,null
Accurate Listing and Fast Shipping! Recommended!!,null,null,null
Great communication.,null,null,null
Received items very quickly - just as described!  Thank you!  AA++++ Seller,null,null,null
Item as expected. Thanks !!!,null,null,null
Fast shipping- Great seller!,null,null,null
fantastic seller! thank you!,null,null,null
Super Fast Shipping - FREE - A +++++  E'Bay'er,null,null,null
Very fast shipping good communication,null,null,null
super fast shipping,null,null,null
fast shipping A+++++,null,null,null
prompt delivery- same as described,null,null,null
Quick delivery- Thank You...A+,null,null,null
Very nice looking shoes.lightning fast shipping.THANKS!!!!!!!!!!!!!!!!!!!!!!!!!!,null,null,null
wii listed by seller to have 2 controllers & nunchuks but had only 1 of each,null,null,null
A+++++ Great eBayer A+++++,null,null,null
Just as explained,null,null,null
Great transaction.  Wii arrived in perfect condition and super fast shipping. A+,null,null,null
Fast shipper and good communicator - Thanks!,null,null,null
Great product- fast shipping- excellent transaction!!!!!,null,null,null
thank you!,null,null,null
Arrived very quickly.,null,null,null
fast shipping- thanx,null,null,null
great!,null,null,null
Excellent. Quick free shipping- product exactly as described- good communication,null,null,null
Amazingly fast service! Thanks so much!,null,null,null
Great E-beyer- fast turn around- once I corrected MY error.Thanks littlekitty !,null,null,null
Seller Cancelled my transaction very quickly,null,null,null
Buyer Cancelled my transaction very quickly,null,null,null
AAA+++- Highly Recommend this Seller- Fast Shipping,null,null,null
good item and fast shipping. thanks,null,null,null
perfect thanks,null,null,null
Very quick with no problems thanks,null,null,null
As described- quick delivery AAAAAAA++++++++++,null,null,null
Thanks!  Fast Shipping!  A,null,null,null
Great Ebayer!!!,null,null,null
6 days to arrive-not sent via FedEx but rather by USPS-package was open@arrival,null,null,null
My son has not put his PSP down - great!!!,null,null,null
quick dilevery,null,null,null
Frees shipping - new product...great seller!,null,null,null
great ebayer!,null,null,null
Item as described fast shipping thanks,null,null,null
Fast service,null,null,null
Very pleased with the item and transaction!!!!,null,null,null
Very Fast Delivery! Great! Thank You !!!!,null,null,null
Seller has rapid response and communication.Shipping was free and super fast!A++,null,null,null
Shipping was included and item here within days.  Thanks,null,null,null
package arrived well packed and very quickly-would do business with again!!!,null,null,null
Thanks. great ebayer,null,null,null
everything perfect,null,null,null
Great seller!! I love it....but my legs are killing me ...lol!!,null,null,null
The seller immediately shipped the item to me as soon as I won!,null,null,null
Great E-bay Experience!! Fast Shipping; Item Received As Described. Thanks!!,null,null,null
Item arrived safely- thanks,null,null,null
great seller!!!!!!!!!! fast shiping excellent communication!!!!!!!,null,null,null
Very fast shipping!  Great Product- Thanks!!! VERY Easy Transaction!,null,null,null
Fast shipping...thanks!,null,null,null
WOW!!! Free shipping and super fast!!!   A+++++,null,null,null
Great item! Just as described! Thank you!,null,null,null
Meticulous rapid shipping- Quality item- earns my hi'est endorsements -many THX!,null,null,null
Great transaction with fast shipping.,null,null,null
amazing fast shipping,null,null,null
fast shipping. A++++++++++++,null,null,null
received it- great shape- everything as described AAA+++,null,null,null
Product as described. Fast shipping. Thank you.,null,null,null
Good Service. Fast Delivery. Thanks.,null,null,null
Super fast shipping- great contact- A++++++++++++++++++++++++++++++++++++++,null,null,null
GREAT EBAYER- A+++++++++++++++,null,null,null
Item as described.  Thank you!,null,null,null
Excellent trransaction- A +++++,null,null,null
very fast shipper!  Item was exactly as described. Thank  you.,null,null,null
Received in good time Thanks,null,null,null
easy transaction - fast shipping - awsome item for value,null,null,null
great product and fast shipping!,null,null,null
Thanks!,null,null,null
Great Seller... Super fast shipping!!! Thanks .,null,null,null
super fast shipment very trustworthy seller A ++++++++++++++++++++++++,null,null,null
great,null,null,null
Fast shipping great seller,null,null,null
Super fast shipping. Just as described. Recommended seller.,null,null,null
fast shipping...perfect seller...A+++++++,null,null,null
perfect,null,null,null
quick delivery,null,null,null
Arrived at my door step incredibly fast. The watch is just as advertised.,null,null,null
great item- fast shipping- thanks!!,null,null,null
great seller  A+++,null,null,null
Great seller! Transaction smooth as silk. A++++ e-bayer!,null,null,null
Great coupons will come back soon,null,null,null
exactly as described- thanks,null,null,null
good,null,null,null
Delivered as promissed.  Good Ebayer,null,null,null
Thanks! worked like a charm!,null,null,null
Great!,null,null,null
product as described very prompt shipping couldn't be happier,null,null,null
fast shipping- great seller- thanks!,null,null,null
fast shipping and arrived perfect Thanks!!!!,null,null,null
I am grateful for purchasing item.  I can definitely use it.  Happy Ebaying!! :),null,null,null
Super quick shipping! Thanks a bunch!,null,null,null
Excellent Seller- A++++++++++++,null,null,null
AWESOME! Super fast shipping! This is projected to be #1 toy this yr.,null,null,null
Smooth transaction.,null,null,null
great transaction.. a pleasure.. thanks,null,null,null
Very satisfied,null,null,null
very quick deliver- thank you.,null,null,null
A++++++++++- fast shipment!,null,null,null
Fast Shipping- Easy transaction- Great Communication!!! A+++,null,null,null
Great ebayer!!! Fast shipping!!!,null,null,null
Great ebayer!!! Fast shipping!!!,null,null,null
Great ebayer!!! Fast shipping!!!,null,null,null
Great ebayer!!! Fast shipping!!!,null,null,null
Great ebayer!!! Fast shipping!!!,null,null,null
Great ebayer!!! Fast shipping!!!,null,null,null
Great ebayer!!! Fast shipping!!!,null,null,null
Great ebayer!!! Fast shipping!!!,null,null,null
Great ebayer!!! Fast shipping!!!,null,null,null
Great ebayer!!! Fast shipping!!!,null,null,null
Great ebayer!!! Fast shipping!!!,null,null,null
Great ebayer!!! Fast shipping!!!,null,null,null
great ebayer thanks,null,null,null
Great quality- as described. Speedy shipping. PERFECT transaction,null,null,null
Super fast delivery- thank you. Strongly recommended!!!,null,null,null
MY EXPERIENCE WAS POSITIVE WITH THIS SELLER. I'M VERY HAPPY!!!!,null,null,null
Fast Shipper 5*****,null,null,null
great item. Very fast shipping,null,null,null
Excellent seller!!!!  Shoes are just as described.  Lightening fast shipment.,null,null,null
A good product which fits well.Very reasonably priced and quick delivery.,null,null,null
great seler- fast efficient- pleasure doing business with!,null,null,null
Quick response and fast payment. Perfect! THANKS!!,exactseatcovers1,null,null
.•:*¨¨*:•.FAST PAY! SMOOTH TRANSACTION! SUPER BUYER! .•:*¨¨*:•.,candfstore,null,null
Great Seller,null,null,null
good ebay`r - fast shipping,null,null,null
great transaction,null,null,null
excellent ebayer,null,null,null
awesome - thank you!!!,null,null,null
thanks a lot!,null,null,null
Very impressed- great product- shipped fast and had confirmation of the shipment,null,null,null
Product came quickly and as described...I'd do business with seller again.,null,null,null
Excellent service- fast delivery- product as advertised,null,null,null
easy purchase and quick shipping,null,null,null
Thank you for an easy- pleasant transaction. Excellent buyer. A++++++.,121616823@deleted,null,null
Smooth transaction. Quick shipping. A+++,null,null,null
*¨¨*:•.FANTASTIC BUYER•:*¨¨*:•.100% ALL THE WAY•:*¨¨*:•.THANK•:*¨¨*:•.YOU:*:,camera_gear,null,null
Fast shipping and great communication. Just a great ebay seller. A+++++,null,null,null
Arrived on time as promised- will report back if product does not work,null,null,null
Product was as advertised. Thanks,null,null,null
Just arrived great ebayer.,null,null,null
WiiFit in box sealed- can't wait to open and play,null,null,null
Fast shipping- item just as described.  Thank you.,null,null,null
Fast shipping- product was exactly as described.  Would buy from again.,null,null,null
Quick Shipment!!! Perfect Conditon. Great Ebayer!!!!,null,null,null
Purchase received quickly in new condition. Pleasant to deal with- professional!,null,null,null
WOW! super fast shipping!! product just as described!,null,null,null
Excellent description -communication- shipping!,null,null,null
Great service!! My item came faster than anticipated and exactly what I wanted!,null,null,null
Great condition and super-fast shipping.  A totally great seller!  THANKS!,null,null,null
Good transaction.,null,null,null
Delivered as promised- A+++,null,null,null
Smooth transaction,null,null,null
GREAT EBAYER FAST SHIPPING AAAAA++++++++,null,null,null
A+++,null,null,null
fast shipment great seller,null,null,null
Thank you! Very fast delivery!,null,null,null
GREAT PRODUCT,null,null,null
a+++++++++++ebayer,null,null,null
Thanks- Fast shipping !,null,null,null
Everything fine,null,null,null
Great seller! Excellent communication and FAST shipping! Thank you very much!,null,null,null
Great transaction- will definitely buy from again! Thanks a lot!,null,null,null
Item is just as described I am very satified would buy from this seller again,null,null,null
great deal,null,null,null
Lightning fast shipping!  Super smooth transaction! Thanks again!! A++++++++++++,null,null,null
Excellent seller-fast delivery and communication- A+++,null,null,null
Excellant transaction and service/delivery,null,null,null
FAST shipping!!! Product as described!!!,null,null,null
great printer,null,null,null
Good communication- fast ship!,null,null,null
great seller! will definitely come back again...,null,null,null
Quick payment! Great communication! Thanks again!,pmsellerandcollector,null,null
Excellent ebay seller. Very fast shipment.,null,null,null
Works well- thanks,null,null,null
Peerfect transaction- Quick,null,null,null
Item as described- super fast shipping. A Perfect  Seller. A++++,null,null,null
Auction was cancelled by Ebay- thanks,null,null,null
Perfect transaction-thanks,null,null,null
as stated- thank you!,null,null,null
Fast shipping- Great ebayer!!! Would buy from again! Thank you!,null,null,null
accurate- fast- would purchase from again!  TYVM,null,null,null
Excellent transaction- extremely fast shipping- works great!!!! Thanks!!!!,null,null,null
great item thanks,null,null,null
Fast shipping!!! Would buy from again!! Thanks!!,null,null,null
Arrive on time,null,null,null
Great transaction! THANKS!!!,null,null,null
Grrreat!,null,null,null
Very positive auction.  A+++ seller.  Highly recommended.,null,null,null
Wow!  Item arrived in two days!  A++ seller- would definitely recommend.,null,null,null
Great!,null,null,null
Fast ship good ebayer AAA thank you,null,null,null
Fast Shipping.  Item just as described.  Great Ebayer!!,null,null,null
Excellent product- would do business with again. A+,null,null,null
GREAT DEAL- FAST SHIPPING- HIGHLY RECOMMEND!!!!!!!!!!!!!!!!!,null,null,null
Love my new earphones! Can't beat their prices!,null,null,null
Quick delivery- item was as described.,null,null,null
Received item as described-got it a lot faster than I thought I would! Thanks!,null,null,null
Lightning Fast Shipping!! Awesome Transaction!! Highly Recommended!!AAAAA+++++,null,null,null
Explained greatly- love the product,null,null,null
Very fast shipping- easy transaction- would buy from again,null,null,null
Received quickly and as described,null,null,null
All good- new in package  as promised-,null,null,null
good ebay purchase-,null,null,null
great product!!!!great sale!!!!,null,null,null
AS STATED - ARRIVED QUICKLY,null,null,null
Super fast shpping-,null,null,null
Thank you so much!!  We all absolutely love the Wii!!,null,null,null
Just as described.Waited till Christmas to open it.Son is having a blast. Thanks,null,null,null
This is why no one can get Wii in the stores - I paid 2x what she did...,null,null,null
Very quick shipping.  Just opened for x-mas and all worked perfectly.,null,null,null
Quick shipment.  Great buy.  A+,null,null,null
Very nice bundle thank nyou .,null,null,null
very fast shipping- item as described,null,null,null
Excellent.,null,null,null
Fast Shipping...Just as Promised,null,null,null
Great ebayer. Will buy again. A++++++,null,null,null
Quick delivery!!! Just like described,null,null,null
Super fast shipping!! Great communicator!   Great seller!!  Thanks!,null,null,null
quick delivery,null,null,null
quick delivery,null,null,null
Excellent seller- item as described + fast shipment.  Very Reliable.  A++,null,null,null
Thank you,null,null,null
Fastest shipping ever! A+++ Seller!!,null,null,null
Item as described- fast shipment- great ebayer!!!,null,null,null
I felt the description was somewhat misleading.,null,null,null
quick shipment and excellant product,null,null,null
JUST AMAZING- FASTEST SHIPPING EVER>>>THIS WAS PERFECT!!! THANK ...THANK YOU!!!!,null,null,null
Great communication- quick transaction.  Awesome eBayer!!!!!!!  Thank you!!!!!!!,null,null,null
Fast delivery of Wii console - prompt attention to completing sale - Thanks!,null,null,null
FAST SHIPPMENT  A+++,null,null,null
Smooth transaction. Speedy delivery. AA++,null,null,null
Nice doing business with you- speedy delivery.  Thanks,null,null,null
SUPER FAST DELIVERY! TOP SHELF!!!! WILL do business again. =],null,null,null
Fast shipping-THANKS.,null,null,null
fast delivery- smooth transaction- thanks!,null,null,null
fast shipping exactly what i ordered,null,null,null
Great product- just as described- quick shipping and excellent communication!!,null,null,null
Great Transaction and Follow-up,null,null,null
Excellent to deal with- Shipped product same day- responded quickly to questions,null,null,null
Everything went as promised. Better than waiting on line at Toy's R Us!,null,null,null
Great price- product- and Fast shipping.,null,null,null
Fast shipping- great product. Thanks!,null,null,null
Quick Shipment. Product was as advertised. Easy Transaction.,null,null,null
very quick transaction,null,null,null
Super quick shipment!!!!!!  Thank you!!!!!,null,null,null
Very nice to deal with-  Shipping was very quick.  Item came very well packaged.,null,null,null
A PLUS  The seller made my very first ebay shopping experience great!,null,null,null
good deal!  Great item,null,null,null
Fast Shipment.,null,null,null
great seller,null,null,null
ok,null,null,null
came as advertised and appears all fine also timely,null,null,null
great seller,null,null,null
Great product- great process- great service!!,null,null,null
Item just as described.  Super fast shipping.  A++++++++,null,null,null
A+,null,null,null
+++++Very good ebayer.  Item as described,null,null,null
Fantastic Seller!!!!,null,null,null
great ebayer thanks!!!!,null,null,null
As advertised-smooth transaction,null,null,null
ordered on Dec. 4th - received Dec.7th. Easy transaction. Super fast delivery!!!,null,null,null
Great to deal with .sipped quick- answered all ? excellent.,null,null,null
Quick ship.  No hassles  Exactly as described,null,null,null
Great seller; I had a few questions and they were all timely answered.,null,null,null
Excellent product- shipping and speed++++++++++++++++++,null,null,null
All is well,null,null,null
VERY QUICK SHIPMENT. THANKS,null,null,null
Excellent Computer --- Excellent Ebayer,null,null,null
Excellent Computer --- Thank You --- Great Ebayer,null,null,null
Fast! Thanks for the transaction!,null,null,null
GREAT SELLER- EXACTLY AS DESCRIBED!,null,null,null
A+++ & Fast!,null,null,null
item as described-smooth transaction,null,null,null
Great seller fast shipment,null,null,null
quick shipping - a+ thank you,null,null,null
Accurate Description,null,null,null
Great! Thanks.,null,null,null
Very good experience,null,null,null
Excellent service. Thanks,null,null,null
Great service.  You've made someone very happy this Christmas.  Thanks,null,null,null
Very pleased. You can trust these people. Merry Christmas.,null,null,null
Hope to deal with you again. Thank you.  An asset to the ebay community.,justpoundsandounces,null,null
Quick and easy transaction,null,null,null
Excellent Service!!,null,null,null
great items!!!!,null,null,null
quick shipment,null,null,null
Great Buyer- Fast Payment- Highly Recommended!!! A++++,eat-n-play,null,null
A+++! great seller! item exactly as described and swift-secure shipment-Thanks,null,null,null
a+++  service and shipping!  Thanks,null,null,null
Great customer service.  Thank you,null,null,null
Product received super fast!  Seller was very cooperative & communicative.,null,null,null
Great sellar.,null,null,null
In special message I asked to have shipped to my work- but they shipped home,null,null,null
Fast transaction and shipping.  Thanks!,null,null,null
good seller^^,null,null,null
thanks,null,null,null
FABULOUS SELLER/great product-good price-immediate ship-unparalleled service!,null,null,null
Great will make a few kids happy,null,null,null
Great,null,null,null
Very fast shipping!! Very happy- would buy from again! Thanks!!,null,null,null
Fast ship! Thanks! Quick to answer questions too.,null,null,null
Super fast shipping.  Great Transaction!!,null,null,null
not sellers fault fed ex horrible service   GREAT ITEM!!!!!!,null,null,null
Great product.  Fast delivery.,null,null,null
great service,null,null,null
Very prompt shipping!  Thanks so much! Great seller.,null,null,null
Just as described.  Would do business again.,null,null,null
Everything was sent on time and packaged great,null,null,null
very good,null,null,null
Very quick shipment!!  Everything was packaged neatly.,null,null,null
Received item quicker than other sellers.  This seller is on the ball for sure!!,null,null,null
Fast shipment! A++ Product arrived exactly as advertised!,null,null,null
Absolutely amazing seller- received my item lightning fast. Thanks so much!!!,null,null,null
Very fast shipment- Christmas present- games in unit very easy to wrap.,null,null,null
fast shipping  smooth tranaction thanks,null,null,null
Okay to deal with; fast shipper; will do business again in the future!,null,null,null
fast shipping.  good communicator  The wii is great  thanks,null,null,null
We received the Wii in a few days and the reansaction was a breeze! Awsome!,null,null,null
AWESOME QUICK SHIPMENT-THANKS,null,null,null
great item perfect seller A++++++++,null,null,null
fast shipping thanks,null,(Private listing),null
Received Wii quickly and intact.,null,null,null
Super quick shipping- even wrapped to hide contents - thank you so much!,null,null,null
Basically as advertised and arrived in 5 days,null,null,null
Received items in good time but had a question-Why no store copy receipt?,null,null,null
fast shipping and answered questions quickly would do business again,null,null,null
Very nice. as described and lightning fast shipping! Great ebayer.,null,null,null
Very speedy shipping with excellent communication!!! Item as promised.,null,null,null
** fast shipping great ebayer--Thank you,null,null,null
SHIPPED AS PROMISED..THANKS !,null,null,null
great ebayer,null,null,null
Excellent seller A++++- Very quick shipping,null,null,null
Extremely fast shipping- smooth transaction,null,null,null
Great seller- fast shiping A++++,null,null,null
Perfect.  Thanks again.,null,null,null
Fast shipping- well-packaged.  Good Communication.  Thanks!,null,null,null
Super fast delivery!  Thanks!,null,null,null
Thanks for your purchase... awesome e-bayer!,cdtek,null,null
Great product.  Fast shipping.  AAAA++++++,null,null,null
I paid in tha AM- had a tracking# by the PM- OUTSTANDING- AAAAA,null,null,null
The laptop came in time that was said and in the shape that we explained. A++,null,null,null
Awesome! Quick Delivery.,null,null,null
Great Transaction-Thanks!,null,null,null
Thanks for your patience!  Fast Shipping!  Looks great!,null,null,null
Just as promised!  Wonderful seller to deal with!  The best!  THANKS!!!,null,null,null
Excellent Item.,null,null,null
Great Communication. Item arrived quickly. Great Seller,null,null,null
Fast Shipping- Great to deal with!!,null,null,null
Quick Shipping. Great Ebayer! Recommended!,null,null,null
very good ebayer !,null,null,null
great transaction.  shipping costs seem high but oh well- got what i wanted,null,null,null
asset to ebay speedy delivery,null,null,null
great ebayer fast delivery- Thanks,null,null,null
Very fast shipping- the same product listed. Everything perfect!!!,null,null,null
Perfect Transaction!! Exactly as described Plus FAST ship!! Thanks! Recommended!,null,null,null
GREAT PRICED ITEM- FAST SHIPMENT,null,null,null
Very fast delivery!  Very satisfied with the product I received!,null,null,null
Great price- fast shipping. AAAAAAA+++++ eBay seller!,null,null,null
Item as described.  Fast shipping. 5 stars,null,null,null
Nice to deal with A++ - Thanks,null,null,null
Wow! Smooth transaction and superfast shipment! Great ebayer!,null,null,null
Good ebay guy,null,null,null
great item. shipped fast- thanks!,null,null,null
arrived on time and as described,null,null,null
Top marks across the board- replied quickly to all my e-mails...solid seller.,null,null,null
Excellent Transaction Quick and Smooth!! Thanks A++++,null,null,null
Great communication and fast delivery!  Thanks!,null,null,null
Item exactly as advertised.  Quick shipping. Reliable seller.  Thanks!,null,null,null
Great no problems...I recommend seller,null,null,null
A+ Great Service- Promp Reply to Questions.,null,null,null
delivery was amazingly fast.product as advertised-A++++,null,(Private listing),null
great item -recommended seller-fast shipping,null,(Private listing),null
fast shipment. thank you,null,null,null
THANKS... love the wii!!!!,null,null,null
fast shipping -great item,null,null,null
Fast Shipping great Ebayer A+,null,null,null
Exactly as listed and SUPER fast shipping!!!  THANKS,null,null,null
SUPER FAST SHIPPING!! IT JUST TOOK 3DAYS!!!,null,null,null
A superb seller.  Fast shipping and the item is a great piece of machinery-,null,null,null
++++++++++,null,null,null
Fast shipment....Great seller.....Thank you,null,null,null
A+++++++++++++++++++++++++,null,null,null
It was well shiped and they left great info for me,null,null,null
SUPER SELLER !!!!  Fast Shipping!!! Great product! BUY FROM THIS SELLER!,null,null,null
good product- received quickly,null,null,null
seller does what he states. super fast shipping A+++++,null,null,null
Great seller!!!!!!!!!!!!,null,null,null
Good packaging and  fast shipping+++++++++++++++++++,null,null,null
Item as described- fast- fast shipping- very satisfied.  would buy again,null,null,null
AS ADVERTISED. FAST DELIVERY. A+++,null,null,null
Quick shipping- as described.  Thank you!,null,null,null
Fast Shipping - Product as Described - Would do Business Again!!,null,null,null
*** Very Fast Payment. Pleasure to do business with. Many Thanks. ***,kws1990,null,null
Quick Shipment!  Great Seller!,null,null,null
Instant payment. Great ebayer. Thank you for your purchase. A++++++,571657978@deleted,null,null
Instant payment. Great ebayer. Thank you for your purchase. A++++++,571657978@deleted,null,null
FAST SHIPPING GREAT PRODUCT VERY SATISFIED THANKS,null,(Private listing),null
goos ish,null,null,null
GREAT transaction!,null,null,null
Great Seller/Great Item Just As Described/AAAAAAAAAA***************,null,null,null
got quickly,null,null,null
Extemely pleased- quick shipping,null,null,null
Two thumbs up,null,null,null
The system arrived fast and in perfect condition- everything as advertised.,null,null,null
Fast shipping- item was just as described! Excellent eBayer!!!,null,null,null
great seller-exactly as described- super fast shipping.,null,null,null
Fast shipping- items as stated- great transaction-  A+++++++++,null,null,null
Very cute and sleek! Good product! A+++,null,null,null
thank you good transaction monitor working fine,null,null,null
Fast- Good producti- Will buy from again  A++,null,null,null
Great product very fast delivery AAAAAA,null,null,null
EXCELLENT SELLER- MEGA FAST SHIPPING- GREAT PACKING- FIVE STARS ALL THE WAY*****,null,null,null
very quick shipping good ebayer.,null,null,null
Super fast delivery- works great- thanks for being there with this,null,null,null
Worked Great.  Daughter Loved it!!!!!!!,null,null,null
very fast shipping...great product...as described....A+++,null,null,null
A+++++ We have had so much fun with this-,null,null,null
Very satisfied with everything,null,null,null
excellent quality and fast shipping,null,null,null
Easy transaction.  Item was as described and shipped quickly.,null,null,null
Thank you,fanofstrawberryshortcake,null,null
Super fast shipping- item perfect.  Thanks!,null,null,null
good product fast delivery,null,null,null
WoW! Amazingly fast shipping! Great transaction! Love-Love-Love the MP3 Thanks!,null,null,null
THANK YOU!  SHIPPING WAS LITLE BIT LATE. EXCELLENT DEAL. WOULD DEAL AGAIN.,null,null,null
excellent seller will do business with again,null,null,null
super fast shipping- had so much fun w/this game- even our little one plays !!!!,null,null,null
Very Fast Shipping. Thank you!!! GREAT Seller!!!,null,null,null
Great Communication- Thanks- for the SMOOTH transaction!,null,null,null
Nice- Quick- and as advertised..... What more could you want!!,null,null,null
GREAT TRANSACTION...MY SON  HASNT STOPPED PLAYIN IT YET..TY,null,null,null
Item rec'd as described.  Fast shipping.  Thanks!,null,null,null
Exceptional service.  Fastest delivery I've ever had!,null,null,null
As advertised- quick ship!,null,null,null
Pleasure to so business with- will use again,null,null,null
Awesome!  Thanks for fast shipment; everything just as listed!,null,null,null
Got it fast. Thanks!,null,null,null
fast shipping,null,null,null
Exactly as advertised!  Thanks.,null,null,null
Good price- prompt delivery- item in condition promised.  A+++ seller.,null,null,null
fast shipping-very well packaged- quality item A++++++++++++,null,null,null
As Advertized.  Great transaction.,null,null,null
Great seller. fast shipping. thank you,null,null,null
Everything as noted- very positive.,null,null,null
great transaction - fast delivery,null,null,null
good deal quick shipping,null,null,null
Arrived in great condition and fast! Thank you.,null,null,null
Great bundle for a new family of players- arrived 3 days from ordering,null,null,null
shipping was fast---product was excellent,null,null,null
super  fast shipping  . willing  to  deal with again,null,null,null
as promised- great price- quick shipment,null,null,null
i love this baby stroller and I can joj while walking the baby.,null,null,null
Great Transaction.  Will do business again. A+++,null,null,null
THANKS!!,null,null,null
Wonderful system!  Gr8 ebayer- recommend highly.  Good follow up 2.,null,null,null
Thanks alot- very good deal- highly recommend this E-Bayer!!!!!!,null,null,null
Thanks- works great fast shipping,null,null,null
GREAATTT SELLEERRR! SUPER FAST SHIPPING! WILL SHOP FROM USER AGAIN! AA++++++++++,null,null,null
as advertised and came very quickly,null,null,null
VERY GOOD ITEM as described- QUICK SHIP. HELPFUL seler!,null,null,null
Item received exactly as described. Thanks!,null,null,null
Recieved- everything is great!  God Bless!,null,null,null
Never received markers was refunded payment,null,null,null
great seller!,null,null,null
Quick shipping- Harddrive as described- Thanks,null,null,null
Fast shipment. Product as described.  Wonderful seller. Highly recommend.A+++++,null,null,null
excellent seller.  fast shipping,null,null,null
A+++++ Item as listed would definitely buy again.,null,null,null
Smooth transaction. Fast delivery. good to do buisiness with.,null,null,null
Arrived today PERFECT!!!! Great seller,null,null,null
Prints well- however scratches on screen..shouldn't be there if brand new.,null,null,null
GREAT SELLER! GOT ITEM FASTER THAN EXPECTED!! COMPLETELY SATISFIED!!! THANKS!!!!,null,null,null
item arrived fast and is working good,null,null,null
awsome,null,null,null
Because i didn't receive- but i believe in my senses that this seller is ok.,null,null,null
Smooth transaction- as advertised,null,null,null
Thanks So Much for The Great DVD!!!!,null,null,null
Item as described... fast shipping... good communication... A+++,null,null,null
Item received in perfect condition. My boyfriend was very happy! Thank you!!!,null,null,null
fast response and shipping,null,null,null
Very fast shipment!!!!!  and great price,null,null,null
A+ experience- I will buy from again,null,null,null
great got it so fast!!,null,null,null
Delivered as advertised. Excellent EBAYER!!!,null,null,null
Great product at awesome price,null,null,null
fast shipping would buy from again. A++++++,null,null,null
Transaction went well.  Very fast delivery.,null,null,null
wonderful ebayer. item just as described- and fast shipping. A+!,null,null,null
Got it in a few days after payment. Came with everything and works great. A+++++,null,null,null
Got product quick and it works perfectly!,null,null,null
Item is exactly as described- thanks so much! A+++++++++++++,null,null,null
Item delivered quickly and as promised.  Great doing business with this ebayer,null,null,null
Great Ebayer 4 Star,null,null,null
very nice system!!!!!!!!!!!! GREAT EBAYER!!!!!!!!!!!!!!!!!!!!!!!!!!!11,null,null,null
Awesome Product-Very happy-AAAAAAAAA+++++++++++++++,null,null,null
Good price. Prompt shipping. Item as described. Smooth transaction. A+ Thanks!,null,(Private listing),null
A+ Everything is in good working order!,null,(Private listing),null
GREAT BUYER AAAAAAAAAAAAAAAAAAA+++++++++++++++++++++,null,(Private listing),null
Very patient- good service!,null,(Private listing),null
Item as listed.,null,null,null
